%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, -436.97926057269797, -386.99175776494667, -63.29967670002952, 213.05462067574263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233453324E9, 0.0, 2022-09-08 11:30:23.345
1.0, -444.87792927911505, -402.1757515850477, -70.2745901173912, 213.0247014760971, 0.0, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233460596E9, 0.0, 2022-09-08 11:30:23.346
1.0, -444.8891489789821, -400.37685970636085, -70.68597911251709, 199.49374343641102, 0.0, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233460596E9, 0.0, 2022-09-08 11:30:23.346
2.0, -450.80941060883924, -401.15849879710004, -72.37267399253324, 210.77702160272747, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233476923E9, 0.0, 2022-09-08 11:30:23.347
2.0, -451.1160824052058, -401.0276022986509, -74.3884800686501, 194.66927249357104, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233476923E9, 0.0, 2022-09-08 11:30:23.347
3.0, -440.6069635297172, -394.3967596772127, -62.05055011482909, 211.132312098518, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662654623357407E9, 0.0, 2022-09-08 11:30:23.357
3.0, -435.2551666931249, -393.2822694904171, -65.84654856985435, 214.8048938550055, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662654623357407E9, 0.0, 2022-09-08 11:30:23.357
4.0, -437.6337430649437, -393.3495876896195, -66.15322036622092, 205.6533586634323, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662654623358134E9, 0.0, 2022-09-08 11:30:23.358
4.0, -452.02861799439415, -403.93724446417764, -75.03548276098445, 203.89934558421373, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662654623358134E9, 0.0, 2022-09-08 11:30:23.358
5.0, -444.76199238048866, -389.36285433685407, -64.70213918341324, 208.3573063313961, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233891363E9, 0.0, 2022-09-08 11:30:23.389
5.0, -435.8198915864341, -389.14594013942406, -58.42658705776557, 217.53876072261482, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233891363E9, 0.0, 2022-09-08 11:30:23.389
6.0, -439.5336122424342, -395.2157977675088, -59.32416304713115, 209.1389454221353, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662654623390515E9, 0.0, 2022-09-08 11:30:23.390
6.0, -436.28737908089533, -390.0883949282579, -55.68150049028918, 221.1103651802987, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662654623390515E9, 0.0, 2022-09-08 11:30:23.390
7.0, -445.7493259687908, -396.11711365683004, -74.1640860713087, 209.4306576186791, -0.03200000151991844, 0.4640000220388174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626546233912525E9, 0.0, 2022-09-08 11:30:23.391
