%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
97.0, 104.66110025998205, 170.77879157662392, -8.799984595738351, -13.239245843142271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753307669556E9, 0.0, 2022-10-06 11:55:30.766
97.0, 9.07860714243725, 359.4268251415342, 110.10265469551086, 171.48189276829362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753307669556E9, 0.0, 2022-10-06 11:55:30.766
0.0, -1326.1554346377961, -431.2067249910906, -180.2874872139655, -296.5684566362761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753307970116E9, 0.0, 2022-10-06 11:55:30.797
1.0, -1383.215088261757, -514.8869864996523, -175.5826930697076, -291.2951976987533, 0.0, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308104897E9, 0.0, 2022-10-06 11:55:30.810
1.0, -1280.2032838822342, -294.2815078133717, -154.56445531873032, -276.9975601681508, 0.0, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308104897E9, 0.0, 2022-10-06 11:55:30.810
2.0, -1294.8823912083171, -348.4240394718945, -174.6215387810953, -293.2025466761552, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308435616E9, 0.0, 2022-10-06 11:55:30.843
2.0, -1383.3759039598517, -533.077859884128, -178.0697265402414, -292.20773328794166, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308435616E9, 0.0, 2022-10-06 11:55:30.843
3.0, -1324.8651691530831, -380.8115730881691, -165.38772579049692, -279.8099649348296, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66507533084431E9, 0.0, 2022-10-06 11:55:30.844
3.0, -1268.1982050244696, -293.9860557168722, -178.0659866402857, -305.85088832629845, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66507533084431E9, 0.0, 2022-10-06 11:55:30.844
4.0, -1357.5444149659015, -499.48607848212123, -185.71408204967156, -302.2344050691463, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330845055E9, 0.0, 2022-10-06 11:55:30.845
4.0, -1360.4016985320486, -459.4803686561063, -186.33490544231609, -296.25804493995383, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330845055E9, 0.0, 2022-10-06 11:55:30.845
5.0, -1256.4736186633818, -271.31478218548, -177.2506884499453, -299.1228083060123, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308561108E9, 0.0, 2022-10-06 11:55:30.856
5.0, -1329.124915202614, -437.44861801713705, -194.76837984239683, -308.569795594085, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308561108E9, 0.0, 2022-10-06 11:55:30.856
6.0, -1384.7409674436785, -523.2007841011509, -198.50079999817535, -301.65846047597006, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308567984E9, 0.0, 2022-10-06 11:55:30.856
6.0, -1286.6209522061981, -305.90885677561164, -186.6266176388599, -296.0822696420364, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308567984E9, 0.0, 2022-10-06 11:55:30.856
7.0, -1298.2707405681722, -361.696944414638, -202.3341974527575, -314.0599687290378, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330886667E9, 0.0, 2022-10-06 11:55:30.886
7.0, -1394.7078008255921, -542.1396374767646, -204.48090002732351, -307.2832700093277, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330886667E9, 0.0, 2022-10-06 11:55:30.886
8.0, -1325.239159148652, -386.1820694245398, -181.0354672051035, -292.84351628040895, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330887401E9, 0.0, 2022-10-06 11:55:30.887
8.0, -1280.0050691845827, -301.60797182656825, -185.2578142550774, -302.77295066276565, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330887401E9, 0.0, 2022-10-06 11:55:30.887
9.0, -1373.966315671336, -506.5021307989955, -181.30474000191316, -299.58281600056216, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308881626E9, 0.0, 2022-10-06 11:55:30.888
9.0, -1382.2614137730561, -468.1494567533955, -170.81058072624728, -292.80237738089636, 0.03200000151991844, 0.5120000243186951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753308881626E9, 0.0, 2022-10-06 11:55:30.888
10.0, -1272.0989206782542, -269.88240050245076, -158.5736280712299, -291.10820270096883, 0.03200000151991844, 0.5120000243186951, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330916651E9, 0.0, 2022-10-06 11:55:30.916
10.0, -1346.1190206012689, -435.2009381437674, -174.79731407901272, -308.99988408898935, 0.03200000151991844, 0.5120000243186951, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330916651E9, 0.0, 2022-10-06 11:55:30.916
11.0, -1406.1743340897374, -527.5615074494854, -166.55457457667217, -301.4116270788945, 0.03200000151991844, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753309174511E9, 0.0, 2022-10-06 11:55:30.917
11.0, -1312.5833376985975, -309.02045353874564, -151.0564291602932, -298.9395532081835, 0.03200000151991844, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753309174511E9, 0.0, 2022-10-06 11:55:30.917
12.0, -1319.6405289149843, -355.47375088837, -164.89779889630154, -310.36494757281616, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753309182184E9, 0.0, 2022-10-06 11:55:30.918
12.0, -1410.1049689431675, -534.5102415671572, -155.25259691057727, -296.1121888416819, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753309182184E9, 0.0, 2022-10-06 11:55:30.918
13.0, -1362.4698632075451, -388.46340839751065, -152.29433604562655, -304.8298956383951, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330930457E9, 0.0, 2022-10-06 11:55:30.930
13.0, -1307.9271622537635, -308.5866251438856, -166.8762059728615, -325.5900802924298, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330930457E9, 0.0, 2022-10-06 11:55:30.930
14.0, -1396.8844225998037, -505.9486256055534, -164.25453610392287, -316.4310653009452, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330946038E9, 0.0, 2022-10-06 11:55:30.946
14.0, -1411.6046688253991, -473.5910111889243, -173.503308694344, -316.6928582978435, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.665075330946038E9, 0.0, 2022-10-06 11:55:30.946
15.0, -1322.3070775833912, -296.05048049241304, -174.82723327865824, -327.5161287696101, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753309467611E9, 0.0, 2022-10-06 11:55:30.946
15.0, -1382.5232067699544, -445.9980293158442, -180.44830291206017, -322.6467790273018, 0.04800000227987766, 0.7680000364780426, 0.06400000303983688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6650753309467611E9, 0.0, 2022-10-06 11:55:30.946
