%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
16.0, -9.159014991484582, -5.927741429768503, -4.7272335439920425, -7.341423613019288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.671466552882034E9, 0.0, 2022-12-19 10:15:52.882
16.0, -229.78880302747712, -17.880461688153446, 0.31602154625579715, 49.10862631816417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.671466552882034E9, 0.0, 2022-12-19 10:15:52.882
0.0, -751.7442004433833, 23.4734820718877, 440.5994837298058, -41.15198916243389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529134471E9, 0.0, 2022-12-19 10:15:52.913
1.0, -760.7199603370391, 14.871712173800915, 425.78947990527377, -48.699107273016125, 0.0, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.671466552926874E9, 0.0, 2022-12-19 10:15:52.926
1.0, -755.0390523043461, 21.99996148934588, 433.80408551031724, -49.15911496756598, 0.0, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.671466552926874E9, 0.0, 2022-12-19 10:15:52.926
2.0, -751.8863166416995, 26.184909539762884, 439.3017384451814, -44.5590380220674, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529435427E9, 0.0, 2022-12-19 10:15:52.943
2.0, -765.7127267778851, 13.985355884302408, 426.0774522018619, -52.24079253105447, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529435427E9, 0.0, 2022-12-19 10:15:52.943
3.0, -762.481453216169, 13.648764888290316, 418.83326598769054, -54.12570210872218, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.671466552944311E9, 0.0, 2022-12-19 10:15:52.944
3.0, -749.2908260724507, 28.79535970883444, 434.1219770065509, -43.21267403801903, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.671466552944311E9, 0.0, 2022-12-19 10:15:52.944
4.0, -759.3249776535667, 16.76036165142432, 425.3631313103251, -48.53829157492146, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529566164E9, 0.0, 2022-12-19 10:15:52.956
4.0, -775.5224843616597, 3.1546056126244366, 413.15235795499757, -57.69356666645035, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529566164E9, 0.0, 2022-12-19 10:15:52.956
5.0, -753.2289407257922, 26.73093493329361, 437.09519747132435, -44.76847241958603, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529724653E9, 0.0, 2022-12-19 10:15:52.972
5.0, -754.1788753145374, 18.3610388324596, 436.6426695766859, -49.929534358438104, 0.0800000037997961, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6714665529724653E9, 0.0, 2022-12-19 10:15:52.972
