%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
0.0, -231.4979373072274, -124.04126183036715, 233.73065758077428, 20.029034212697297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348394084E9, 0.0, 2023-03-16 10:57:14.839
1.0, -216.12694848934188, -122.00301635451615, 236.92079224297777, 16.165717558469623, 0.0, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348527489E9, 0.0, 2023-03-16 10:57:14.852
1.0, -246.97364332387224, -169.79893778823316, 149.99055767292157, -39.487733682151884, 0.0, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348527489E9, 0.0, 2023-03-16 10:57:14.852
2.0, -230.49190421914682, -126.3188609033823, 212.5964829311706, 0.9031858392991126, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348695073E9, 0.0, 2023-03-16 10:57:14.869
2.0, -232.2010384988971, -120.28266237489879, 224.60156178893521, 16.26295495731756, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348695073E9, 0.0, 2023-03-16 10:57:14.869
3.0, -244.20237745670602, -163.818837759085, 202.5997303496115, -34.8876567366533, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348703027E9, 0.0, 2023-03-16 10:57:14.870
3.0, -223.58056910103187, -131.7304961392656, 189.34552490664646, -21.210842598695308, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348703027E9, 0.0, 2023-03-16 10:57:14.870
4.0, -243.74236976215616, -129.78200826235116, 207.42420129245147, 2.814274716656655, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348826087E9, 0.0, 2023-03-16 10:57:14.882
4.0, -234.19440517527983, -140.03681394085288, 194.65618284372613, -30.00708729447797, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6789858348826087E9, 0.0, 2023-03-16 10:57:14.882
5.0, -244.6586452513002, -154.3718504710123, 166.45359727786854, -40.269372772891074, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.678985834898345E9, 0.0, 2023-03-16 10:57:14.898
5.0, -230.73125781631097, -107.13317413069308, 229.1604998349212, 6.801008069422096, -0.04800000227987766, 0.9920000471174717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.678985834898345E9, 0.0, 2023-03-16 10:57:14.898
